Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit,Date,Month Number,Month Name,Year
Midmarket,France,Montana,None,$266.00,$7.00,$57.48,"$15,289.68",$0.00,"$15,289.68","$13,481.18","$1,808.50",05/03/2014,5,May,2014
Small Business,Mexico,Montana,None,$565.00,$3.00,$95.20,"$53,788.00",$0.00,"$53,788.00","$36,513.46","$17,274.54",06/27/2015,6,June,2015
Midmarket,Mexico,Paseo,None,$523.00,$7.00,$45.21,"$23,644.83",$0.00,"$23,644.83","$17,011.92","$6,632.91",02/01/2016,2,February,2016
Midmarket,France,Paseo,None,$85.00,$5.00,$15.84,"$1,346.40",$0.00,"$1,346.40",$962.25,$384.15,04/18/2015,4,April,2015
Small Business,Germany,Paseo,None,$227.00,$7.00,$44.93,"$10,199.11",$0.00,"$10,199.11","$6,857.47","$3,341.64",01/20/2017,1,January,2017
Enterprise,Canada,Montana,None,$436.00,$3.00,$23.12,"$10,080.32",$0.00,"$10,080.32","$6,705.86","$3,374.46",04/25/2018,4,April,2018
Enterprise,Mexico,Montana,None,$818.00,$5.00,$30.70,"$25,112.60",$0.00,"$25,112.60","$17,345.62","$7,766.98",01/14/2014,1,January,2014
Midmarket,France,Carretera,None,$66.00,$3.00,$65.63,"$4,331.58",$0.00,"$4,331.58","$3,722.00",$609.58,04/17/2015,4,April,2015
Midmarket,France,Paseo,None,$760.00,$3.00,$16.07,"$12,213.20",$0.00,"$12,213.20","$10,138.48","$2,074.72",02/06/2014,2,February,2014
Enterprise,Germany,Carretera,None,$879.00,$5.00,$51.83,"$45,558.57",$0.00,"$45,558.57","$36,642.75","$8,915.82",06/06/2014,6,June,2014
Small Business,Germany,Carretera,None,$97.00,$3.00,$64.85,"$6,290.45",$0.00,"$6,290.45","$4,636.89","$1,653.56",06/10/2015,6,June,2015
Midmarket,USA,Carretera,None,$111.00,$7.00,$47.97,"$5,324.67",$0.00,"$5,324.67","$4,005.89","$1,318.78",08/19/2014,8,August,2014
Government,Mexico,Carretera,None,$118.00,$7.00,$11.72,"$1,382.96",$0.00,"$1,382.96",$940.61,$442.35,09/10/2016,9,September,2016
Small Business,USA,Paseo,None,$708.00,$3.00,$98.70,"$69,879.60",$0.00,"$69,879.60","$43,485.71","$26,393.89",08/25/2016,8,August,2016
Midmarket,France,Carretera,None,$920.00,$7.00,$43.04,"$39,596.80",$0.00,"$39,596.80","$27,690.52","$11,906.28",01/26/2018,1,January,2018
Midmarket,Canada,Montana,None,$415.00,$3.00,$80.07,"$33,229.05",$0.00,"$33,229.05","$24,877.76","$8,351.29",03/03/2016,3,March,2016
Government,Canada,Montana,None,$211.00,$7.00,$39.31,"$8,294.41",$0.00,"$8,294.41","$5,119.26","$3,175.15",06/01/2015,6,June,2015
Government,Germany,Montana,None,$788.00,$3.00,$52.75,"$41,567.00",$0.00,"$41,567.00","$26,040.48","$15,526.52",01/18/2016,1,January,2016
Enterprise,Canada,Paseo,None,$994.00,$7.00,$44.96,"$44,690.24",$0.00,"$44,690.24","$30,340.54","$14,349.70",08/15/2018,8,August,2018
Small Business,Canada,Carretera,None,$537.00,$5.00,$40.83,"$21,925.71",$0.00,"$21,925.71","$15,569.98","$6,355.73",06/20/2017,6,June,2017
Small Business,Canada,Paseo,None,$480.00,$5.00,$11.97,"$5,745.60",$0.00,"$5,745.60","$4,125.31","$1,620.29",01/04/2017,1,January,2017
Enterprise,France,Carretera,None,$908.00,$7.00,$42.40,"$38,499.20",$0.00,"$38,499.20","$24,461.08","$14,038.12",10/18/2015,10,October,2015
Small Business,Canada,Paseo,None,$538.00,$3.00,$90.05,"$48,446.90",$0.00,"$48,446.90","$32,350.24","$16,096.66",02/10/2018,2,February,2018
Small Business,Canada,Paseo,None,$279.00,$7.00,$72.14,"$20,127.06",$0.00,"$20,127.06","$13,656.09","$6,470.97",06/22/2016,6,June,2016
Small Business,Canada,Carretera,None,$419.00,$3.00,$23.09,"$9,674.71",$0.00,"$9,674.71","$6,001.13","$3,673.58",10/22/2018,10,October,2018
Small Business,USA,Paseo,None,$227.00,$7.00,$63.20,"$14,346.40",$0.00,"$14,346.40","$10,011.35","$4,335.05",08/19/2014,8,August,2014
Small Business,France,Carretera,None,$906.00,$7.00,$90.30,"$81,811.80",$0.00,"$81,811.80","$50,859.65","$30,952.15",05/17/2018,5,May,2018
Government,Germany,Montana,None,$459.00,$5.00,$73.00,"$33,507.00",$0.00,"$33,507.00","$27,175.43","$6,331.57",01/10/2016,1,January,2016
Small Business,USA,Montana,None,$617.00,$3.00,$23.38,"$14,425.46",$0.00,"$14,425.46","$10,325.95","$4,099.51",10/25/2015,10,October,2015
Government,Mexico,Montana,None,$639.00,$3.00,$88.10,"$56,295.90",$0.00,"$56,295.90","$39,295.99","$16,999.91",02/04/2014,2,February,2014
Small Business,France,Paseo,None,$319.00,$3.00,$37.14,"$11,847.66",$0.00,"$11,847.66","$7,558.29","$4,289.37",04/25/2018,4,April,2018
Enterprise,France,Montana,None,$255.00,$3.00,$50.87,"$12,971.85",$0.00,"$12,971.85","$8,664.56","$4,307.29",04/05/2017,4,April,2017
Midmarket,Mexico,Carretera,None,$842.00,$3.00,$57.35,"$48,288.70",$0.00,"$48,288.70","$32,344.33","$15,944.37",07/07/2016,7,July,2016
Government,Mexico,Montana,None,$789.00,$5.00,$86.55,"$68,287.95",$0.00,"$68,287.95","$61,156.04","$7,131.91",02/19/2015,2,February,2015
Small Business,Mexico,Montana,None,$949.00,$7.00,$93.84,"$89,054.16",$0.00,"$89,054.16","$75,749.90","$13,304.26",07/19/2016,7,July,2016
Enterprise,Germany,Paseo,None,$800.00,$3.00,$93.67,"$74,936.00",$0.00,"$74,936.00","$45,304.71","$29,631.29",07/08/2018,7,July,2018
Midmarket,Canada,Carretera,None,$849.00,$3.00,$10.72,"$9,101.28",$0.00,"$9,101.28","$7,144.97","$1,956.31",07/01/2015,7,July,2015
Government,France,Paseo,None,$131.00,$7.00,$92.97,"$12,179.07",$0.00,"$12,179.07","$8,242.47","$3,936.60",03/24/2017,3,March,2017
Midmarket,Canada,Paseo,None,$895.00,$5.00,$14.89,"$13,326.55",$0.00,"$13,326.55","$8,413.23","$4,913.32",06/08/2014,6,June,2014
Enterprise,Canada,Carretera,None,$811.00,$5.00,$33.92,"$27,509.12",$0.00,"$27,509.12","$22,328.60","$5,180.52",12/19/2018,12,December,2018
Government,Mexico,Paseo,None,$242.00,$5.00,$56.35,"$13,636.70",$0.00,"$13,636.70","$8,720.42","$4,916.28",06/17/2015,6,June,2015
Midmarket,Germany,Carretera,None,$667.00,$7.00,$53.19,"$35,477.73",$0.00,"$35,477.73","$26,009.51","$9,468.22",04/09/2014,4,April,2014
Small Business,USA,Montana,None,$238.00,$7.00,$64.42,"$15,331.96",$0.00,"$15,331.96","$12,106.88","$3,225.08",01/20/2015,1,January,2015
Government,Germany,Carretera,None,$325.00,$5.00,$53.15,"$17,273.75",$0.00,"$17,273.75","$13,237.71","$4,036.04",09/23/2018,9,September,2018
Midmarket,Canada,Carretera,None,$123.00,$5.00,$94.09,"$11,573.07",$0.00,"$11,573.07","$10,338.09","$1,234.98",02/16/2015,2,February,2015
Enterprise,Germany,Carretera,None,$59.00,$7.00,$31.65,"$1,867.35",$0.00,"$1,867.35","$1,560.59",$306.76,09/09/2017,9,September,2017
Enterprise,Mexico,Paseo,None,$684.00,$5.00,$34.66,"$23,707.44",$0.00,"$23,707.44","$19,730.71","$3,976.73",08/19/2015,8,August,2015
Government,USA,Carretera,None,$265.00,$3.00,$92.87,"$24,610.55",$0.00,"$24,610.55","$17,391.75","$7,218.80",01/16/2018,1,January,2018
Midmarket,Mexico,Carretera,None,$339.00,$7.00,$16.91,"$5,732.49",$0.00,"$5,732.49","$3,453.93","$2,278.56",11/21/2015,11,November,2015
Government,USA,Carretera,None,$494.00,$5.00,$64.86,"$32,040.84",$0.00,"$32,040.84","$26,283.85","$5,756.99",07/26/2014,7,July,2014
Government,Canada,Montana,None,$972.00,$3.00,$71.36,"$69,361.92",$0.00,"$69,361.92","$62,420.15","$6,941.77",10/27/2014,10,October,2014
Midmarket,USA,Carretera,None,$601.00,$7.00,$55.50,"$33,355.50",$0.00,"$33,355.50","$24,074.79","$9,280.71",03/13/2016,3,March,2016
Midmarket,USA,Paseo,None,$242.00,$7.00,$72.48,"$17,540.16",$0.00,"$17,540.16","$15,709.94","$1,830.22",10/19/2016,10,October,2016
Small Business,USA,Carretera,None,$688.00,$3.00,$25.55,"$17,578.40",$0.00,"$17,578.40","$11,294.34","$6,284.06",10/05/2017,10,October,2017
Midmarket,Germany,Carretera,None,$338.00,$7.00,$86.74,"$29,318.12",$0.00,"$29,318.12","$20,198.83","$9,119.29",09/27/2014,9,September,2014
Enterprise,Germany,Montana,None,$632.00,$5.00,$22.60,"$14,283.20",$0.00,"$14,283.20","$9,301.48","$4,981.72",05/02/2016,5,May,2016
Government,Canada,Carretera,None,$698.00,$7.00,$46.07,"$32,156.86",$0.00,"$32,156.86","$23,878.17","$8,278.69",11/04/2015,11,November,2015
Government,USA,Paseo,None,$193.00,$5.00,$16.77,"$3,236.61",$0.00,"$3,236.61","$2,715.82",$520.79,03/12/2017,3,March,2017
Enterprise,France,Carretera,None,$438.00,$3.00,$59.07,"$25,872.66",$0.00,"$25,872.66","$18,167.74","$7,704.92",08/18/2018,8,August,2018
Midmarket,Canada,Paseo,None,$915.00,$3.00,$70.28,"$64,306.20",$0.00,"$64,306.20","$56,066.56","$8,239.64",12/03/2016,12,December,2016
Enterprise,USA,Montana,None,$941.00,$7.00,$94.71,"$89,122.11",$0.00,"$89,122.11","$68,040.20","$21,081.91",03/21/2016,3,March,2016
Enterprise,USA,Carretera,None,$456.00,$3.00,$76.54,"$34,902.24",$0.00,"$34,902.24","$25,814.65","$9,087.59",07/25/2014,7,July,2014
Small Business,Germany,Montana,None,$860.00,$3.00,$58.70,"$50,482.00",$0.00,"$50,482.00","$42,208.54","$8,273.46",07/19/2017,7,July,2017
Enterprise,Canada,Carretera,None,$419.00,$7.00,$93.94,"$39,360.86",$0.00,"$39,360.86","$24,814.39","$14,546.47",07/26/2014,7,July,2014
Government,USA,Paseo,None,$906.00,$5.00,$53.06,"$48,072.36",$0.00,"$48,072.36","$40,002.25","$8,070.11",12/22/2014,12,December,2014
Enterprise,USA,Montana,None,$490.00,$7.00,$60.51,"$29,649.90",$0.00,"$29,649.90","$19,950.99","$9,698.91",01/04/2017,1,January,2017
Government,Canada,Carretera,None,$996.00,$7.00,$63.65,"$63,395.40",$0.00,"$63,395.40","$43,377.91","$20,017.49",11/04/2015,11,November,2015
Government,France,Paseo,None,$830.00,$5.00,$46.90,"$38,927.00",$0.00,"$38,927.00","$30,356.68","$8,570.32",05/16/2016,5,May,2016
Government,Canada,Montana,None,$945.00,$5.00,$85.46,"$80,759.70",$0.00,"$80,759.70","$70,307.81","$10,451.89",12/11/2014,12,December,2014
Midmarket,Canada,Carretera,None,$969.00,$5.00,$26.67,"$25,843.23",$0.00,"$25,843.23","$19,990.31","$5,852.92",11/26/2016,11,November,2016
Small Business,France,Montana,None,$700.00,$7.00,$59.94,"$41,958.00",$0.00,"$41,958.00","$33,343.39","$8,614.61",01/26/2017,1,January,2017
Government,Canada,Carretera,None,$613.00,$5.00,$75.00,"$45,975.00",$0.00,"$45,975.00","$38,296.18","$7,678.82",07/13/2015,7,July,2015
Government,USA,Paseo,None,$578.00,$3.00,$91.36,"$52,806.08",$0.00,"$52,806.08","$35,791.83","$17,014.25",08/21/2018,8,August,2018
Midmarket,Canada,Paseo,None,$726.00,$5.00,$89.55,"$65,013.30",$0.00,"$65,013.30","$55,142.34","$9,870.96",07/11/2015,7,July,2015
Government,France,Montana,None,$62.00,$3.00,$55.79,"$3,458.98",$0.00,"$3,458.98","$2,509.10",$949.88,01/07/2017,1,January,2017
Enterprise,Mexico,Montana,None,$751.00,$5.00,$67.88,"$50,977.88",$0.00,"$50,977.88","$33,273.09","$17,704.79",03/27/2015,3,March,2015
Enterprise,Canada,Carretera,None,$389.00,$3.00,$45.48,"$17,691.72",$0.00,"$17,691.72","$12,473.29","$5,218.43",10/14/2018,10,October,2018
Small Business,Germany,Paseo,None,$914.00,$3.00,$52.14,"$47,655.96",$0.00,"$47,655.96","$32,112.46","$15,543.50",03/04/2014,3,March,2014
Government,USA,Carretera,None,$923.00,$3.00,$91.56,"$84,509.88",$0.00,"$84,509.88","$56,504.50","$28,005.38",07/08/2015,7,July,2015
Midmarket,USA,Paseo,None,$913.00,$3.00,$93.76,"$85,602.88",$0.00,"$85,602.88","$58,618.20","$26,984.68",04/12/2017,4,April,2017
Enterprise,Germany,Montana,None,$825.00,$3.00,$90.59,"$74,736.75",$0.00,"$74,736.75","$48,898.70","$25,838.05",12/13/2015,12,December,2015
Midmarket,Germany,Carretera,None,$361.00,$5.00,$22.45,"$8,104.45",$0.00,"$8,104.45","$6,486.08","$1,618.37",03/25/2018,3,March,2018
Midmarket,Canada,Carretera,None,$782.00,$7.00,$86.51,"$67,650.82",$0.00,"$67,650.82","$52,361.57","$15,289.25",06/09/2017,6,June,2017
Enterprise,Germany,Paseo,None,$153.00,$7.00,$95.35,"$14,588.55",$0.00,"$14,588.55","$11,591.08","$2,997.47",12/09/2015,12,December,2015
Midmarket,Mexico,Paseo,None,$388.00,$7.00,$42.51,"$16,493.88",$0.00,"$16,493.88","$11,597.13","$4,896.75",10/02/2017,10,October,2017
Enterprise,France,Paseo,None,$247.00,$7.00,$56.68,"$13,999.96",$0.00,"$13,999.96","$11,632.85","$2,367.11",06/03/2018,6,June,2018
Midmarket,Germany,Montana,None,$349.00,$7.00,$80.12,"$27,961.88",$0.00,"$27,961.88","$17,864.36","$10,097.52",10/21/2014,10,October,2014
Enterprise,Germany,Carretera,None,$493.00,$3.00,$60.59,"$29,870.87",$0.00,"$29,870.87","$23,040.63","$6,830.24",05/12/2018,5,May,2018
Government,Mexico,Paseo,None,$408.00,$5.00,$99.41,"$40,559.28",$0.00,"$40,559.28","$27,687.22","$12,872.06",12/17/2014,12,December,2014
Small Business,USA,Montana,None,$417.00,$3.00,$51.01,"$21,271.17",$0.00,"$21,271.17","$16,129.57","$5,141.60",06/04/2016,6,June,2016
Enterprise,USA,Paseo,None,$218.00,$5.00,$74.25,"$16,186.50",$0.00,"$16,186.50","$11,283.47","$4,903.03",03/27/2018,3,March,2018
Enterprise,Canada,Carretera,None,$198.00,$5.00,$81.33,"$16,103.34",$0.00,"$16,103.34","$13,480.97","$2,622.37",10/14/2014,10,October,2014
Small Business,Mexico,Paseo,None,$810.00,$5.00,$54.47,"$44,120.70",$0.00,"$44,120.70","$38,269.48","$5,851.22",05/21/2016,5,May,2016
Enterprise,France,Carretera,None,$817.00,$5.00,$87.13,"$71,185.21",$0.00,"$71,185.21","$58,569.37","$12,615.84",09/09/2016,9,September,2016
Enterprise,France,Montana,None,$91.00,$7.00,$59.15,"$5,382.65",$0.00,"$5,382.65","$3,513.12","$1,869.53",04/08/2016,4,April,2016
Midmarket,Mexico,Montana,None,$251.00,$5.00,$47.05,"$11,809.55",$0.00,"$11,809.55","$8,059.55","$3,750.00",11/01/2017,11,November,2017
Small Business,France,Paseo,None,$293.00,$5.00,$19.70,"$5,772.10",$0.00,"$5,772.10","$5,055.25",$716.85,02/13/2018,2,February,2018
Government,USA,Carretera,None,$718.00,$7.00,$45.41,"$32,604.38",$0.00,"$32,604.38","$23,839.22","$8,765.16",05/28/2018,5,May,2018
Enterprise,France,Carretera,None,$513.00,$3.00,$76.05,"$39,013.65",$0.00,"$39,013.65","$34,423.85","$4,589.80",03/03/2018,3,March,2018
Small Business,France,Carretera,None,$498.00,$3.00,$92.92,"$46,274.16",$0.00,"$46,274.16","$33,212.61","$13,061.55",12/14/2018,12,December,2018
Midmarket,Mexico,Paseo,None,$962.00,$3.00,$32.65,"$31,409.30",$0.00,"$31,409.30","$27,813.95","$3,595.35",03/19/2017,3,March,2017
Government,Mexico,Carretera,None,$847.00,$3.00,$41.97,"$35,548.59",$0.00,"$35,548.59","$31,201.77","$4,346.82",04/27/2018,4,April,2018
Small Business,France,Carretera,None,$843.00,$5.00,$23.86,"$20,113.98",$0.00,"$20,113.98","$16,054.14","$4,059.84",12/06/2014,12,December,2014
Government,Germany,Carretera,None,$486.00,$7.00,$72.17,"$35,074.62",$0.00,"$35,074.62","$21,137.65","$13,936.97",04/04/2016,4,April,2016
Government,Mexico,Carretera,None,$942.00,$7.00,$96.42,"$90,827.64",$0.00,"$90,827.64","$65,405.02","$25,422.62",05/20/2017,5,May,2017
Government,Canada,Paseo,None,$799.00,$3.00,$67.69,"$54,084.31",$0.00,"$54,084.31","$47,235.64","$6,848.67",07/01/2017,7,July,2017
Enterprise,Canada,Paseo,None,$580.00,$7.00,$65.54,"$38,013.20",$0.00,"$38,013.20","$32,901.68","$5,111.52",04/28/2018,4,April,2018
Enterprise,USA,Carretera,None,$614.00,$5.00,$59.81,"$36,723.34",$0.00,"$36,723.34","$24,098.46","$12,624.88",11/10/2016,11,November,2016
Midmarket,France,Carretera,None,$646.00,$3.00,$17.96,"$11,602.16",$0.00,"$11,602.16","$8,350.71","$3,251.45",07/13/2014,7,July,2014
Midmarket,Germany,Montana,None,$322.00,$5.00,$75.66,"$24,362.52",$0.00,"$24,362.52","$20,724.05","$3,638.47",09/12/2016,9,September,2016
Small Business,USA,Montana,None,$479.00,$5.00,$64.18,"$30,742.22",$0.00,"$30,742.22","$23,774.91","$6,967.31",03/11/2015,3,March,2015
Midmarket,France,Carretera,None,$921.00,$5.00,$69.53,"$64,037.13",$0.00,"$64,037.13","$54,699.86","$9,337.27",05/04/2016,5,May,2016
Government,Mexico,Carretera,None,$262.00,$5.00,$90.89,"$23,813.18",$0.00,"$23,813.18","$20,192.87","$3,620.31",04/17/2014,4,April,2014
Government,Canada,Montana,None,$998.00,$5.00,$80.56,"$80,398.88",$0.00,"$80,398.88","$70,127.49","$10,271.39",09/15/2014,9,September,2014
Enterprise,Germany,Montana,None,$922.00,$3.00,$80.28,"$74,018.16",$0.00,"$74,018.16","$47,013.83","$27,004.33",05/21/2014,5,May,2014
Government,Canada,Carretera,None,$153.00,$5.00,$93.45,"$14,297.85",$0.00,"$14,297.85","$9,201.59","$5,096.26",10/03/2017,10,October,2017
Small Business,Mexico,Paseo,None,$241.00,$3.00,$99.09,"$23,880.69",$0.00,"$23,880.69","$14,921.68","$8,959.01",02/10/2017,2,February,2017
Government,France,Paseo,None,$990.00,$7.00,$62.32,"$61,696.80",$0.00,"$61,696.80","$54,329.01","$7,367.79",10/21/2015,10,October,2015
Government,Mexico,Carretera,None,$738.00,$5.00,$19.80,"$14,612.40",$0.00,"$14,612.40","$10,850.42","$3,761.98",01/14/2016,1,January,2016
Small Business,Mexico,Carretera,None,$708.00,$5.00,$51.32,"$36,334.56",$0.00,"$36,334.56","$22,501.91","$13,832.65",07/19/2018,7,July,2018
Midmarket,Canada,Montana,None,$429.00,$7.00,$80.88,"$34,697.52",$0.00,"$34,697.52","$24,165.40","$10,532.12",11/21/2015,11,November,2015
Midmarket,Germany,Montana,None,$130.00,$3.00,$12.50,"$1,625.00",$0.00,"$1,625.00","$1,146.31",$478.69,01/04/2018,1,January,2018
Small Business,Mexico,Paseo,None,$754.00,$5.00,$15.12,"$11,400.48",$0.00,"$11,400.48","$9,609.10","$1,791.38",08/25/2018,8,August,2018
Enterprise,Canada,Carretera,None,$598.00,$7.00,$16.04,"$9,591.92",$0.00,"$9,591.92","$7,871.54","$1,720.38",09/14/2015,9,September,2015
Government,Germany,Montana,None,$426.00,$7.00,$75.79,"$32,286.54",$0.00,"$32,286.54","$26,049.30","$6,237.24",07/06/2016,7,July,2016
Small Business,France,Paseo,None,$887.00,$5.00,$55.10,"$48,873.70",$0.00,"$48,873.70","$29,644.79","$19,228.91",09/12/2018,9,September,2018
Government,France,Paseo,None,$203.00,$3.00,$43.20,"$8,769.60",$0.00,"$8,769.60","$7,657.69","$1,111.91",10/26/2017,10,October,2017
Enterprise,USA,Paseo,None,$691.00,$3.00,$19.51,"$13,481.41",$0.00,"$13,481.41","$8,960.64","$4,520.77",06/02/2017,6,June,2017
Government,Canada,Montana,None,$620.00,$5.00,$75.90,"$47,058.00",$0.00,"$47,058.00","$37,115.51","$9,942.49",07/17/2015,7,July,2015
Small Business,Germany,Montana,None,$785.00,$7.00,$38.89,"$30,528.65",$0.00,"$30,528.65","$18,883.37","$11,645.28",03/01/2018,3,March,2018
Government,Mexico,Carretera,None,$810.00,$5.00,$33.88,"$27,442.80",$0.00,"$27,442.80","$17,136.87","$10,305.93",09/17/2015,9,September,2015
Midmarket,France,Carretera,None,$289.00,$3.00,$68.71,"$19,857.19",$0.00,"$19,857.19","$11,971.37","$7,885.82",03/25/2017,3,March,2017
Enterprise,Germany,Paseo,None,$423.00,$7.00,$60.31,"$25,511.13",$0.00,"$25,511.13","$19,637.91","$5,873.22",06/05/2015,6,June,2015
Enterprise,Canada,Paseo,None,$950.00,$5.00,$42.62,"$40,489.00",$0.00,"$40,489.00","$31,938.29","$8,550.71",04/16/2018,4,April,2018
Enterprise,USA,Montana,None,$854.00,$7.00,$67.73,"$57,841.42",$0.00,"$57,841.42","$35,580.50","$22,260.92",09/14/2018,9,September,2018
Small Business,France,Montana,None,$848.00,$3.00,$34.41,"$29,179.68",$0.00,"$29,179.68","$20,050.68","$9,129.00",01/20/2017,1,January,2017
Enterprise,Germany,Carretera,None,$253.00,$3.00,$81.53,"$20,627.09",$0.00,"$20,627.09","$17,645.16","$2,981.93",09/10/2014,9,September,2014
Midmarket,Germany,Carretera,None,$660.00,$3.00,$30.64,"$20,222.40",$0.00,"$20,222.40","$12,748.05","$7,474.35",12/21/2014,12,December,2014
Small Business,Germany,Carretera,None,$399.00,$5.00,$24.30,"$9,695.70",$0.00,"$9,695.70","$6,447.29","$3,248.41",04/25/2016,4,April,2016
Midmarket,Canada,Montana,None,$737.00,$7.00,$80.42,"$59,269.54",$0.00,"$59,269.54","$43,107.77","$16,161.77",10/03/2017,10,October,2017
Government,Canada,Paseo,None,$823.00,$5.00,$73.71,"$60,663.33",$0.00,"$60,663.33","$51,726.54","$8,936.79",05/03/2016,5,May,2016
Government,Canada,Carretera,None,$832.00,$5.00,$26.44,"$21,998.08",$0.00,"$21,998.08","$14,880.70","$7,117.38",11/28/2017,11,November,2017
Government,Mexico,Carretera,None,$192.00,$5.00,$20.46,"$3,928.32",$0.00,"$3,928.32","$3,532.11",$396.21,01/18/2018,1,January,2018
Government,Germany,Montana,None,$238.00,$5.00,$85.46,"$20,339.48",$0.00,"$20,339.48","$14,371.44","$5,968.04",01/24/2017,1,January,2017
Midmarket,France,Carretera,None,$321.00,$7.00,$79.89,"$25,644.69",$0.00,"$25,644.69","$18,359.92","$7,284.77",06/23/2015,6,June,2015
Small Business,Canada,Paseo,None,$581.00,$7.00,$39.45,"$22,920.45",$0.00,"$22,920.45","$14,591.89","$8,328.56",10/18/2016,10,October,2016
Small Business,Canada,Montana,None,$894.00,$5.00,$69.24,"$61,900.56",$0.00,"$61,900.56","$49,771.73","$12,128.83",01/04/2017,1,January,2017
Enterprise,Germany,Carretera,None,$349.00,$5.00,$21.17,"$7,388.33",$0.00,"$7,388.33","$4,972.64","$2,415.69",02/07/2016,2,February,2016
Midmarket,Canada,Carretera,None,$475.00,$3.00,$55.63,"$26,424.25",$0.00,"$26,424.25","$20,839.76","$5,584.49",03/01/2017,3,March,2017
Government,Mexico,Montana,None,$95.00,$3.00,$11.69,"$1,110.55",$0.00,"$1,110.55",$740.68,$369.87,07/16/2014,7,July,2014
Midmarket,Mexico,Montana,None,$144.00,$7.00,$45.24,"$6,514.56",$0.00,"$6,514.56","$4,666.78","$1,847.78",02/17/2016,2,February,2016
Enterprise,Canada,Carretera,None,$979.00,$3.00,$16.74,"$16,388.46",$0.00,"$16,388.46","$14,044.94","$2,343.52",05/08/2018,5,May,2018
Enterprise,Germany,Paseo,None,$113.00,$7.00,$52.76,"$5,961.88",$0.00,"$5,961.88","$4,898.71","$1,063.17",09/06/2018,9,September,2018
Midmarket,Germany,Montana,None,$462.00,$7.00,$47.95,"$22,152.90",$0.00,"$22,152.90","$14,319.13","$7,833.77",12/02/2017,12,December,2017
Midmarket,Germany,Paseo,None,$692.00,$7.00,$49.99,"$34,593.08",$0.00,"$34,593.08","$27,062.60","$7,530.48",12/26/2018,12,December,2018
Midmarket,USA,Carretera,None,$58.00,$3.00,$14.08,$816.64,$0.00,$816.64,$644.00,$172.64,10/10/2018,10,October,2018
Small Business,Canada,Paseo,None,$508.00,$3.00,$42.55,"$21,615.40",$0.00,"$21,615.40","$13,556.54","$8,058.86",08/17/2016,8,August,2016
Government,Germany,Carretera,None,$764.00,$7.00,$78.08,"$59,653.12",$0.00,"$59,653.12","$44,127.90","$15,525.22",12/19/2017,12,December,2017
Midmarket,Mexico,Carretera,None,$458.00,$7.00,$43.20,"$19,785.60",$0.00,"$19,785.60","$13,418.60","$6,367.00",08/28/2016,8,August,2016
Midmarket,France,Carretera,None,$519.00,$5.00,$74.37,"$38,598.03",$0.00,"$38,598.03","$28,567.91","$10,030.12",11/04/2017,11,November,2017
